"link","name","mk_name","category","description","rating","review_count","phone","website","picture"
"40.9672707|20.8400775","Galičica National Park","Национален парк „Галичица“","National park","""Protected area around Mount Galicica"," with rugged hiking & biking trails overlooking 2 vast lakes.""","4.7","""2","402 reviews""","none","galicica.org.mk"
"41.9984402|21.4333552","Macedonian Holocaust Museum","Меморијален центар на холокаустот на Евреите од Македонија","History museum","""Holocaust museum dedicated to Jewish Macedonian people in a contemporary building"," open since 2011.""","4.4","268 reviews","+389 2 312 2697","none"
"41.998074|21.433085","Museum of the Macedonian Struggle","Музеј на македонската борба за самостојност","History museum","Stately museum showcasing scenes & artifacts from the Macedonian revolution for independence.","4.3","704 reviews","+389 2 325 6668","mmb.org.mk"
"41.5477314|21.2524835","Peshna Cave","Пештера Пешна","Tourist attraction","none","4.8","195 reviews","none","exploringmacedonia.com"
"41.60272|20.5967327","Duf Waterfall","Водопад Дуф","Nature preserve","none","4.8","253 reviews","none","macedonia-timeless.com"
"41.37434|21.2462564","The Tose Proeski Memorial House","Спомен-куќа на Тодор Проески - Тоше","Memorial park","none","4.8","907 reviews","+389 48 477 888","spomenkukatose.org.mk"
"42.0064778|21.4172066","Skopje Zoo","Зоолошка градина Скопје","Zoo","""Founded in 1926"," the 12-hectare zoo houses many animal species"," an educational center & a play area.""","4.3","""5","915 reviews""","+389 2 322 0578","zooskopje.com.mk"
"40.9329151|21.785897","Република Македонија","","Tourist attraction","none","none","0 reviews","none","none"
"41.6211822|20.6094242","Bigorski Monastery St John the Baptist","Манастир Свети Јован Бигорски","Monastery","Tranquil monastery founded in 1020 overlooking mountains & housing a collection of holy relics.","4.9","""2","564 reviews""","+389 42 333 399","bigorski.mk"
"42.00245|21.4365216","Museum of the Republic of Macedonia","Музеј на Република Северна Македонија","Museum","""National museum dedicated to the archeological"," ethnological & historic heritage of Macedonia.""","4.0","117 reviews","+389 2 311 6044","museum.org.mk"
"42.0051725|21.4213658","Skopje City Park","Градски парк Скопје","Park","none","4.6","""3","189 reviews""","+389 2 329 7204","skopje.gov.mk"
"41.0111117|21.3423422","Heraclea Lyncestis","Хераклеа Линкестис","Archaeological site","none","4.5","900 reviews","+389 47 235 329","none"
"41.5522747|21.9753512","Stobi","Стоби","Archaeological site","Conserved archaeological site consisting of a Paeonian city that was later conquered by Macedonians.","4.7","411 reviews","+389 75 210 752","stobi.mk"
"42.0038889|21.4327778","Museum of Contemporary Art","Музеј на современа уметност","Art museum","""Bright"," airy museum housing modern & contemporary works by Macedonian & international artists.""","4.3","446 reviews","+389 2 311 7734","msu.mk"
"41.1124229|20.7909423","Church of Saints Clement and Panteleimon","Црква Свети Климент и Пантелеjмон","Orthodox church","""The most sacred in the region"," this ancient Byzantine church sits on a hill overlooking the lake.""","4.7","448 reviews","none","none"
"41.6600562|20.7354712","Old Mavrovo Church","Старата Мавровска црква","Church","none","4.7","239 reviews","none","none"
"41.991094|21.4291072","Museum of the City of Skopje","Музеј на град Скопје","Museum","""Housed in a former railway station"," this museum features exhibitions on the city's history.""","4.2","299 reviews","+389 2 311 4742","mgs.org.mk"
"42.0016031|21.4377428","Suli An","Сули Ан","Tourist attraction","""Grand 15th-century caravansarai"," now housing a local-history museum & Academy of Arts.""","4.6","145 reviews","none","none"
"42.0054626|22.1759491","Aqua Park Macedonia","Аквапарк Македонија","Amusement park","none","3.9","760 reviews","+389 32 480 080","none"
"41.1120957|20.7942357","Church of Saint Sophia","Црква “Св. Софија” - Охрид","Orthodox church","""Built in the Middle Ages"," this Macedonian Orthodox Church displays centuries-old religious art.""","4.7","""1","986 reviews""","+389 46 267 403","mpc.org.mk"
"42.0077507|21.4902834","Kamnik Winery","Винарија „Камник“","Winery","none","4.9","119 reviews","+389 2 252 1789","chateaukamnik.com"
"41.9768954|21.3744837","St. Panteleimon","Манастир „Свети Пантелејмон“","Monastery","""Compact"," Byzantine-era church dating to 1164"," known for its colorful medieval frescoes.""","4.7","566 reviews","+389 2 308 1255","travel2macedonia.com.mk"
"41.0146881|21.3420718","Bitola Zoo","Зоолошка градина Битола","Zoo","none","3.5","511 reviews","+389 47 222 956","none"
"41.0920533|20.8351758","Paragliding Take-off Velestovo","","Tourist attraction","none","5.0","2 reviews","+389 75 281 090","none"
"41.3120656|20.796965","Пчeлна Инхалација","","Tourist attraction","none","4.0","3 reviews","+389 78 252 800","facebook.com"
"41.965|21.3944444","Vodno","Врв Водно","Mountain peak","""1","066-m. mountain featuring hiking"," churches"," the Millennium Cross"," the Prskalo waterfall & more.""","4.8","184 reviews","none","none"
"41.9956924|21.4359211","The Bridge of Art Skopje","Мост на уметноста","Bridge","none","4.4","359 reviews","none","none"
"41.0419103|20.7189976","Lake Ohrid","Охридско Езеро","Lake","This large ancient lake straddling the border between Albania & Macedonia reaches a depth of 300m.","4.8","951 reviews","none","none"
"41.9972079|21.4330997","Macedonia Square","Плоштад Македонија","Add a missing place","none","none","0 reviews","none","none"
"42.2089939|22.3622698","Saint Joachim Osogovski","Свети Јоаким Осоговски","Monastery","""Orthodox monastery & church complex with elaborate frescoes"," a natural spring & a restaurant.""","4.8","""1","534 reviews""","+389 76 499 599","none"
"41.1013301|20.8061114","Paragliding Ohrid","","Tourist attraction","none","4.9","79 reviews","+389 75 281 090","paraglidingohrid.com"
"41.952238|21.298778","Lake Matka","Матка","Lake","""Man-made lake in a scenic canyon"," stocked for fishing & with an underwater cave.""","4.7","141 reviews","none","none"
"41.1143307|20.79502","Varosh Old Town Ohrid","Варош Стариот град Охрид","Historical landmark","none","4.6","43 reviews","none","none"
"41.9963991|21.4339862","The Bridge of Civilisations in Macedonia","Мост на цивилизациите / Око","Bridge","none","4.4","60 reviews","none","none"
"42.6753288|21.2110806","Gërmia Park","Parku i Gërmisë","Park","""Sprawling regional park with pine forests"," multi-use trails"," a seasonal swimming pool & restaurants.""","4.7","989 reviews","none","none"
"42.2093655|20.7453971","Prizren Fortress","Kalaja e Prizrenit","Fortress","""Once the capital of the Serbian Empire"," this medieval fortress is built on a hill with scenic views.""","4.7","""1","548 reviews""","none","none"
"42.2757605|22.6913507","Hisarlaka Fortress","Крепост Хисарлъка","Fortress","none","4.7","""3","390 reviews""","none","kreposthisarluka.bgsait.com"
"41.0319937|21.2929092","Ciflik Winery","Винарија „Чифлик“","","none","4.5","577 reviews","+389 78 305 369","ciflikwinery.com"
"41.9918649|21.4296394","Улица „Македонија“","","Hiking area","none","5.0","2 reviews","none","none"
"42.6607045|21.1583042","NEWBORN","","Tourist attraction","Contemporary monument commemorating Kosovo's declaration of independence from Serbia.","4.4","""2","655 reviews""","none","m.facebook.com"
"42.6562802|21.1593528","Mother Teresa Cathedral","Katedralja Nënë Tereza","Cathedral","""Elegant"," Romanesque-style cathedral built in honor of St. Teresa of Calcutta & inaugurated in 2010.""","4.5","610 reviews","none","facebook.com"
"41.9954539|21.4314312","Free Skopje Walking Tours","","Travel agency","none","4.9","145 reviews","+389 71 385 939","freeskopjewalkingtours.com"
"41.6986033|20.7526561","Info Point Mavrovo National Park","","Tourist information center","none","4.2","77 reviews","+389 42 489 425","npmavrovo.org.mk"
"41.4020547|22.2466003","Rock Land Camp","","","none","4.5","108 reviews","+389 70 343 401","campingmacedonia.com"
"41.5215773|21.3416941","Holy Transfiguration","Свето Преображение","Monastery","none","4.9","276 reviews","+389 48 459 400","facebook.com"
"42.0337294|22.3547745","""Ponikva"," Kochani"," Macedonia""","""Пониква"," Кочани"," Македонија""","Ski resort","none","4.5","722 reviews","none","none"
"41.2217524|22.7509656","Dojran Lake","Дојранско Езеро","Lake","""Picturesque lake bordered by national parkland"," featuring trails alongside abundant flora & fauna.""","4.3","561 reviews","none","none"
"40.9101234|21.8124747","Voras Ski Center (Kaimaktsalan)","Χιονοδρομικό Κέντρο Βόρα (Καϊμάκτσαλαν)","Ski resort","""Ski area topping 2","500 meters with lessons"," a cafe & a small white chapel at the summit.""","4.3","""2","496 reviews""","none","none"
"41.410885|22.226565","Popova Kula Winery","Попова Кула","","none","4.5","499 reviews","+389 76 432 630","popovakula.com.mk"
"41.5014116|20.5275048","Lake Debar","Дебарско Езеро","Lake","none","4.4","64 reviews","none","none"
"40.8833161|21.022196","Lake Prespa","Преспанско Езеро","Lake","""Picturesque freshwater lake bordered by national parkland"," offering trails & abundant flora & fauna.""","4.8","379 reviews","none","none"
"41.996314|21.429673","Macedonia Experience","Маседонијан експиријанс","Tour agency","none","4.7","10 reviews","+389 2 310 9448","macedoniaexperience.com"
"42.5462214|20.2653878","Monastery Visoki Decani","Manastiri i Deçanit","Monastery","none","4.9","884 reviews","none","none"
"41.6689922|22.9051355","Berovo lake","Беровско езеро","Lake","none","4.7","117 reviews","none","none"
"42.0004741|21.3447733","Treska","Треска","Water","""Macedonian river"," a tributary of the Vardar"," with 3 dams & lakes along its 132-km. course.""","4.5","13 reviews","none","none"
"42.0041495|21.3731686","Visit Macedonia DMC","","Tour operator","none","4.6","8 reviews","+389 70 269 697","visitmacedonia.mk"
"42.0073526|21.3591624","Skopje City Tours","","Sightseeing tour agency","none","none","0 reviews","+389 78 290 935","travel4macedonia.mk"
"41.1112378|20.7985349","""Port of Ohrid"," Macedonia""","""Пристаниште Охрид"," Македонија""","Port","none","4.7","""1","486 reviews""","none","none"
"42.1334828|23.3401919","Rila Monastery","Рилски манастир „Свети Иван Рилски“","Monastery","""Ornate monastery"," one of the country's most-visited cultural sites"," with a museum & frescoes.""","4.8","""14","876 reviews""","none","none"
"41.6226099|20.6071504","House of Mijaks Ethno Restaurant","Етно ресторан “Куќа 
