link,name,mk_name,category,description,rating,review_count,phone,website,picture
https://www.google.com/maps/place/%E2%80%9EPlaoshnik%E2%80%9C/data=!4m7!3m6!1s0x1350dcba31d97223:0x73ac40c249a429e1!8m2!3d41.1127678!4d20.7908025!16s%2Fm%2F076ywsn!19sChIJI3LZMbrcUBMR4SmkScJArHM?authuser=0&hl=en&rclk=1,„Plaoshnik“,„Плаошник“,Archaeological site,This archeological site features a restored 9th-century church plus ruins from earlier structures.,4.7,672 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipPzI7F3L61x1NhgkYK9bTYZcYQo2hmw-Tbe31XU=w408-h306-k-no
https://www.google.com/maps/place/Smolare+Waterfall/data=!4m7!3m6!1s0x14a9f15136aa85cd:0x772e82175c799502!8m2!3d41.3662782!4d22.8996196!16s%2Fm%2F03c33ts!19sChIJzYWqNlHxqRQRApV5XBeCLnc?authuser=0&hl=en&rclk=1,Smolare Waterfall,Смоларски Водопад,Tourist attraction,none,4.8,552 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipP-jGhV5vCdZIJbxW6GfIJleFSjfXctMk83Vqq-=w408-h555-k-no
https://www.google.com/maps/place/Xhamia+e+Larme/data=!4m7!3m6!1s0x1353f0ecc962ff8f:0xa7ce91490ddb1396!8m2!3d42.0057199!4d20.9667833!16s%2Fm%2F0fqnvfg!19sChIJj_9iyezwUxMRlhPbDUmRzqc?authuser=0&hl=en&rclk=1,Xhamia e Larme,Шарена џамија/Xhamia e Larme,Mosque,Ottoman-era mosque rebuilt in the 1800s known for its frescoed facade & vivid painted interior.,4.8,"1,726 reviews",none,none,https://lh5.googleusercontent.com/p/AF1QipPDkMWEsB1CqnFByh6y8460ZlEICW3LKG0Z6XRA=w408-h306-k-no
https://www.google.com/maps/place/Makedonium+-+Ilinden+Monument/data=!4m7!3m6!1s0x1356cf182f31f177:0xd4b1577f47a9010c!8m2!3d41.377481!4d21.2484142!16s%2Fm%2F0114mkz_!19sChIJd_ExLxjPVhMRDAGpR39XsdQ?authuser=0&hl=en&rclk=1,Makedonium - Ilinden Monument,Споменик Илинден / Меморијален центар Македониум,Monument,none,4.7,527 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipMCd3pKKr1mg7Q1XcdQAELBeVlLehu2X5vOw1Vb=w408-h306-k-no
https://www.google.com/maps/place/Gali%C4%8Dica+National+Park/data=!4m7!3m6!1s0x1350bf5523351801:0xfbb2cff9d6f6f58d!8m2!3d40.9672707!4d20.8400775!16s%2Fg%2F122x7v75!19sChIJARg1I1W_UBMRjfX21vnPsvs?authuser=0&hl=en&rclk=1,Galičica National Park,Национален парк „Галичица“,National park,"Protected area around Mount Galicica, with rugged hiking & biking trails overlooking 2 vast lakes.",4.7,"2,402 reviews",none,galicica.org.mk,https://lh5.googleusercontent.com/p/AF1QipMiTUI26d2Vdzv7v867cfuf_deQSJqDMsbGXtB_=w408-h273-k-no
https://www.google.com/maps/place/Macedonian+Holocaust+Museum/data=!4m7!3m6!1s0x135415b180964c73:0x6f002b429d2cb1f4!8m2!3d41.9984402!4d21.4333552!16s%2Fm%2F0glnxrl!19sChIJc0yWgLEVVBMR9LEsnUIrAG8?authuser=0&hl=en&rclk=1,Macedonian Holocaust Museum,Меморијален центар на холокаустот на Евреите од Македонија,History museum,"Holocaust museum dedicated to Jewish Macedonian people in a contemporary building, open since 2011.",4.4,268 reviews,+389 2 312 2697,none,https://lh5.googleusercontent.com/p/AF1QipPch5PtS3Hj7jPITdFaoIHR0zTXA-mcySMSQ7Ed=w408-h306-k-no
https://www.google.com/maps/place/Museum+of+the+Macedonian+Struggle/data=!4m7!3m6!1s0x135415b3d13bf2cd:0x5cd0cf33f5d2e31e!8m2!3d41.998074!4d21.433085!16s%2Fm%2F0gy1_gj!19sChIJzfI70bMVVBMRHuPS9TPP0Fw?authuser=0&hl=en&rclk=1,Museum of the Macedonian Struggle,Музеј на македонската борба за самостојност,History museum,Stately museum showcasing scenes & artifacts from the Macedonian revolution for independence.,4.3,704 reviews,+389 2 325 6668,mmb.org.mk,https://lh5.googleusercontent.com/p/AF1QipPbNXAOC3-QKz08mabxzutwwgHE7Stz-8LhfCpH=w408-h243-k-no
https://www.google.com/maps/place/Peshna+Cave/data=!4m7!3m6!1s0x1356b733b9ffe92f:0xa6fa2e0932cd97aa!8m2!3d41.5477314!4d21.2524835!16s%2Fg%2F11cnclblwd!19sChIJL-n_uTO3VhMRqpfNMgku-qY?authuser=0&hl=en&rclk=1,Peshna Cave,Пештера Пешна,Tourist attraction,none,4.8,195 reviews,none,exploringmacedonia.com,https://lh5.googleusercontent.com/p/AF1QipPzOC8_nqEjCIhI8nxziLyaBI_X2dFBC5YfzLPE=w408-h272-k-no
https://www.google.com/maps/place/Duf+Waterfall/data=!4m7!3m6!1s0x13516cb5cc499cf7:0x92b7a6d20ba67b69!8m2!3d41.60272!4d20.5967327!16s%2Fm%2F03c6hcr!19sChIJ95xJzLVsURMRaXumC9Kmt5I?authuser=0&hl=en&rclk=1,Duf Waterfall,Водопад Дуф,Nature preserve,none,4.8,253 reviews,none,macedonia-timeless.com,https://lh5.googleusercontent.com/p/AF1QipNDKz_OphSYXJqobIrlZZseAxI5HzFYIFUl00hK=w408-h544-k-no
https://www.google.com/maps/place/The+Tose+Proeski+Memorial+House/data=!4m7!3m6!1s0x1356cf1a2e37b3f3:0xc1d6a6ca865d815c!8m2!3d41.37434!4d21.2462564!16s%2Fg%2F11gd1b_h2g!19sChIJ87M3LhrPVhMRXIFdhsqm1sE?authuser=0&hl=en&rclk=1,The Tose Proeski Memorial House,Спомен-куќа на Тодор Проески - Тоше,Memorial park,none,4.8,907 reviews,+389 48 477 888,spomenkukatose.org.mk,https://lh5.googleusercontent.com/p/AF1QipMVfI44G4bTKSzbgnhxScTcQIX5tmn7TAeaGj8M=w408-h248-k-no
https://www.google.com/maps/place/Skopje+Zoo/data=!4m7!3m6!1s0x13541450ee4b8253:0x43daed6b52ccf922!8m2!3d42.0064778!4d21.4172066!16s%2Fm%2F0bs2106!19sChIJU4JL7lAUVBMRIvnMUmvt2kM?authuser=0&hl=en&rclk=1,Skopje Zoo,Зоолошка градина Скопје,Zoo,"Founded in 1926, the 12-hectare zoo houses many animal species, an educational center & a play area.",4.3,"5,915 reviews",+389 2 322 0578,zooskopje.com.mk,https://lh5.googleusercontent.com/p/AF1QipNuYmWZxnChd5boGOn3TvypmmdIupIsWnZokYDo=w408-h544-k-no
https://www.google.com/maps/place/%D0%A0%D0%B5%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0+%D0%9C%D0%B0%D0%BA%D0%B5%D0%B4%D0%BE%D0%BD%D0%B8%D1%98%D0%B0/data=!4m7!3m6!1s0x135707c2373cc2fb:0x9f171a7c776e8d27!8m2!3d40.9329151!4d21.785897!16s%2Fg%2F11s753fcwk!19sChIJ-8I8N8IHVxMRJ41ud3waF58?authuser=0&hl=en&rclk=1,Република Македонија,,Tourist attraction,none,none,0 reviews,none,none,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png
https://www.google.com/maps/place/Bigorski+Monastery+St+John+the+Baptist/data=!4m7!3m6!1s0x13516c9bc1ed595f:0xe1611cdb1935da2c!8m2!3d41.6211822!4d20.6094242!16zL20vMGR3Nm03!19sChIJX1ntwZtsURMRLNo1GdscYeE?authuser=0&hl=en&rclk=1,Bigorski Monastery St John the Baptist,Манастир Свети Јован Бигорски,Monastery,Tranquil monastery founded in 1020 overlooking mountains & housing a collection of holy relics.,4.9,"2,564 reviews",+389 42 333 399,bigorski.mk,https://lh5.googleusercontent.com/p/AF1QipM5Qv0YOoTQ7afx7sVZoW9mpgTv2W2CJmzomVzi=w426-h240-k-no
https://www.google.com/maps/place/Museum+of+the+Republic+of+Macedonia/data=!4m7!3m6!1s0x135415ae5424914b:0x93fce4e72af520d5!8m2!3d42.00245!4d21.4365216!16s%2Fm%2F0gjbq2s!19sChIJS5EkVK4VVBMR1SD1Kufk_JM?authuser=0&hl=en&rclk=1,Museum of the Republic of Macedonia,Музеј на Република Северна Македонија,Museum,"National museum dedicated to the archeological, ethnological & historic heritage of Macedonia.",4.0,117 reviews,+389 2 311 6044,museum.org.mk,https://lh5.googleusercontent.com/p/AF1QipPgXWohuJ0znGGZoJcuMFoHqFbmpAU3AmiKapvs=w408-h306-k-no
https://www.google.com/maps/place/Skopje+City+%E2%80%8B%E2%80%8BPark/data=!4m7!3m6!1s0x135414518134b915:0xd50e56d862b025d0!8m2!3d42.0051725!4d21.4213658!16s%2Fg%2F11c2p_wmyp!19sChIJFbk0gVEUVBMR0CWwYthWDtU?authuser=0&hl=en&rclk=1,Skopje City Park,Градски парк Скопје,Park,none,4.6,"3,189 reviews",+389 2 329 7204,skopje.gov.mk,https://lh5.googleusercontent.com/p/AF1QipPgdr8YKj7XCmDfCluwPn6wBtlospA9sIZidyCm=w408-h306-k-no
https://www.google.com/maps/place/Heraclea+Lyncestis/data=!4m7!3m6!1s0x135724dc9718f1f5:0xf70c4a57038c2cf5!8m2!3d41.0111117!4d21.3423422!16s%2Fg%2F1v2gb0rl!19sChIJ9fEYl9wkVxMR9SyMA1dKDPc?authuser=0&hl=en&rclk=1,Heraclea Lyncestis,Хераклеа Линкестис,Archaeological site,none,4.5,900 reviews,+389 47 235 329,none,https://lh5.googleusercontent.com/p/AF1QipPXv2HBJ53LRis4MeNXG2AN4LUaBTIXn-6hxM5h=w426-h240-k-no
https://www.google.com/maps/place/Stobi/data=!4m7!3m6!1s0x13567bfb2b012c3f:0x62708ab14749c2b8!8m2!3d41.5522747!4d21.9753512!16zL20vMDRfbjM0!19sChIJPywBK_t7VhMRuMJJR7GKcGI?authuser=0&hl=en&rclk=1,Stobi,Стоби,Archaeological site,Conserved archaeological site consisting of a Paeonian city that was later conquered by Macedonians.,4.7,411 reviews,+389 75 210 752,stobi.mk,https://lh5.googleusercontent.com/p/AF1QipMLWQy2gz0jWkMutyIKQcHuBBcHFWD_Y8Mcl_Gs=w408-h306-k-no
https://www.google.com/maps/place/Museum+of+Contemporary+Art/data=!4m7!3m6!1s0x135415ac3adb833b:0x89278ac3db7a3699!8m2!3d42.0038889!4d21.4327778!16s%2Fm%2F0gx__jf!19sChIJO4PbOqwVVBMRmTZ628OKJ4k?authuser=0&hl=en&rclk=1,Museum of Contemporary Art,Музеј на современа уметност,Art museum,"Bright, airy museum housing modern & contemporary works by Macedonian & international artists.",4.3,446 reviews,+389 2 311 7734,msu.mk,https://lh5.googleusercontent.com/p/AF1QipPXXjHGY7HXnClhtzlOhH2RVqhxYxdWXv0KBN_x=w426-h240-k-no
https://www.google.com/maps/place/Church+of+Saints+Clement+and+Panteleimon/data=!4m7!3m6!1s0x1350dcba362685c3:0x51734e25d97298d!8m2!3d41.1124229!4d20.7909423!16s%2Fm%2F02qwfcd!19sChIJw4UmNrrcUBMRjSmXXeI0FwU?authuser=0&hl=en&rclk=1,Church of Saints Clement and Panteleimon,Црква Свети Климент и Пантелеjмон,Orthodox church,"The most sacred in the region, this ancient Byzantine church sits on a hill overlooking the lake.",4.7,448 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipOeq1UYxMvrLnPW3F2bSsy5yfsw8wkLaygW_NjR=w408-h306-k-no
https://www.google.com/maps/place/Old+Mavrovo+Church/data=!4m7!3m6!1s0x13514217dd7caa43:0x26de0e39ad4df179!8m2!3d41.6600562!4d20.7354712!16s%2Fg%2F1hdyyrsnb!19sChIJQ6p83RdCURMRefFNrTkO3iY?authuser=0&hl=en&rclk=1,Old Mavrovo Church,Старата Мавровска црква,Church,none,4.7,239 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipNI3AHL-Aa_K8Si9joV56HDJjSxvKMNEZckTcBh=w426-h240-k-no
https://www.google.com/maps/place/Museum+of+the+City+of+Skopje/data=!4m7!3m6!1s0x135415caead2bb31:0x70660ffc6ef15a5a!8m2!3d41.991094!4d21.4291072!16s%2Fm%2F05zmt5_!19sChIJMbvS6soVVBMRWlrxbvwPZnA?authuser=0&hl=en&rclk=1,Museum of the City of Skopje,Музеј на град Скопје,Museum,"Housed in a former railway station, this museum features exhibitions on the city's history.",4.2,299 reviews,+389 2 311 4742,mgs.org.mk,https://lh5.googleusercontent.com/p/AF1QipOfbB84rqDaFi31X3mwQD8RTrwvvGQrNnugGWA3=w408-h306-k-no
https://www.google.com/maps/place/Suli+An/data=!4m7!3m6!1s0x135415afbcc36c3b:0x3230443008ee6a4!8m2!3d42.0016031!4d21.4377428!16s%2Fm%2F0fqql6c!19sChIJO2zDvK8VVBMRpOaOAEMEIwM?authuser=0&hl=en&rclk=1,Suli An,Сули Ан,Tourist attraction,"Grand 15th-century caravansarai, now housing a local-history museum & Academy of Arts.",4.6,145 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipPoDK903Y1aFNfroY2zjLgqhVT_V34cYeXDex3Z=w408-h306-k-no
https://www.google.com/maps/place/Aqua+Park+Macedonia/data=!4m7!3m6!1s0x1355bc5b2006541b:0x4bbc94c76f7e9984!8m2!3d42.0054626!4d22.1759491!16s%2Fm%2F0klzc0v!19sChIJG1QGIFu8VRMRhJl-b8eUvEs?authuser=0&hl=en&rclk=1,Aqua Park Macedonia,Аквапарк Македонија,Amusement park,none,3.9,760 reviews,+389 32 480 080,none,https://lh5.googleusercontent.com/p/AF1QipNi4iGDMSUTlplgVU2I0xE1phMuJkjrnDAGlBPT=w408-h306-k-no
https://www.google.com/maps/place/Church+of+Saint+Sophia/data=!4m7!3m6!1s0x1350dcbae7584491:0xf973c9aa671fb02d!8m2!3d41.1120957!4d20.7942357!16zL20vMDR6cWQy!19sChIJkURY57rcUBMRLbAfZ6rJc_k?authuser=0&hl=en&rclk=1,Church of Saint Sophia,Црква “Св. Софија” - Охрид,Orthodox church,"Built in the Middle Ages, this Macedonian Orthodox Church displays centuries-old religious art.",4.7,"1,986 reviews",+389 46 267 403,mpc.org.mk,https://lh5.googleusercontent.com/p/AF1QipMp2NHsPEoOLowQ9UIXznkZtw232sWhsL4lEpI=w408-h306-k-no
https://www.google.com/maps/place/Kamnik+Winery/data=!4m7!3m6!1s0x13543fcf77ad885f:0x6ac9fa6e7a97b908!8m2!3d42.0077507!4d21.4902834!16s%2Fg%2F1q6cn1t0j!19sChIJX4itd88_VBMRCLmXem76yWo?authuser=0&hl=en&rclk=1,Kamnik Winery,Винарија „Камник“,Winery,none,4.9,119 reviews,+389 2 252 1789,chateaukamnik.com,https://lh5.googleusercontent.com/p/AF1QipNvT0l9ET8GmEL7Zqed3uWPKgQXnPSkLQ8Vzd6g=w408-h266-k-no
https://www.google.com/maps/place/St.+Panteleimon/data=!4m7!3m6!1s0x13541153d39cfcc1:0x3b36897699505d32!8m2!3d41.9768954!4d21.3744837!16s%2Fm%2F03c8ym4!19sChIJwfyc01MRVBMRMl1QmXaJNjs?authuser=0&hl=en&rclk=1,St. Panteleimon,Манастир „Свети Пантелејмон“,Monastery,"Compact, Byzantine-era church dating to 1164, known for its colorful medieval frescoes.",4.7,566 reviews,+389 2 308 1255,travel2macedonia.com.mk,https://lh5.googleusercontent.com/p/AF1QipPgKeD_34K3uiWF4PL2hjcMQxpYkho2UGqtli-x=w408-h306-k-no
https://www.google.com/maps/place/Bitola+Zoo/data=!4m7!3m6!1s0x135724dd7b2735c5:0x6657f4586283e7ea!8m2!3d41.0146881!4d21.3420718!16s%2Fm%2F05p1q30!19sChIJxTUne90kVxMR6ueDYlj0V2Y?authuser=0&hl=en&rclk=1,Bitola Zoo,Зоолошка градина Битола,Zoo,none,3.5,511 reviews,+389 47 222 956,none,https://lh5.googleusercontent.com/p/AF1QipNEWzzYVSeV3p_BSDOsE57YpXBlY9QzCgT1fv0r=w408-h306-k-no
https://www.google.com/maps/place/Paragliding+Take-off+Velestovo/data=!4m7!3m6!1s0x1350c551f6ce67d9:0x4c781e65debba73!8m2!3d41.0920533!4d20.8351758!16s%2Fg%2F11q880ldks!19sChIJ2WfO9lHFUBMRc7rrXeaBxwQ?authuser=0&hl=en&rclk=1,Paragliding Take-off Velestovo,,Tourist attraction,none,5.0,2 reviews,+389 75 281 090,none,https://lh5.googleusercontent.com/p/AF1QipM9CND0ai0OPDubOwazQprIoh_3Vsj8yqgwAlwH=w408-h408-k-no
https://www.google.com/maps/place/%D0%9F%D1%87e%D0%BB%D0%BD%D0%B0+%D0%98%D0%BD%D1%85%D0%B0%D0%BB%D0%B0%D1%86%D0%B8%D1%98%D0%B0/data=!4m7!3m6!1s0x135121e7a6d7acc7:0x3a45d20369f47305!8m2!3d41.3120656!4d20.796965!16s%2Fg%2F11rg8dvvv4!19sChIJx6zXpuchURMRBXP0aQPSRTo?authuser=0&hl=en&rclk=1,Пчeлна Инхалација,,Tourist attraction,none,4.0,3 reviews,+389 78 252 800,facebook.com,https://lh5.googleusercontent.com/p/AF1QipPcVj1i4l2axKTWEHxj2XfI81t64RHUuYzXUrze=w408-h306-k-no
https://www.google.com/maps/place/Vodno/data=!4m7!3m6!1s0x135416ba341ec4b7:0x96c5400034dcae17!8m2!3d41.965!4d21.3944444!16s%2Fm%2F0412gh_!19sChIJt8QeNLoWVBMRF67cNABAxZY?authuser=0&hl=en&rclk=1,Vodno,Врв Водно,Mountain peak,"1,066-m. mountain featuring hiking, churches, the Millennium Cross, the Prskalo waterfall & more.",4.8,184 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipPBC041MASh1gF1f9gh3NBF6psqkLqXJPI4nJtE=w408-h306-k-no
https://www.google.com/maps/place/The+Bridge+of+Art+Skopje/data=!4m7!3m6!1s0x135415b7292eedb5:0xf1873a38c77f8389!8m2!3d41.9956924!4d21.4359211!16s%2Fm%2F0swk_6t!19sChIJte0uKbcVVBMRiYN_xzg6h_E?authuser=0&hl=en&rclk=1,The Bridge of Art Skopje,Мост на уметноста,Bridge,none,4.4,359 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipM5r9UYC12dujWscPK-fIohtz4dcMT65nprU0zy=w408-h288-k-no
